³âµµ,È¸Â÷,ÃßÃ·ÀÏ,1µî´çÃ·ÀÚ¼ö,1µî´çÃ·±Ý¾×,2µî´çÃ·ÀÚ¼ö,2µî´çÃ·±Ý¾×,3µî´çÃ·ÀÚ¼ö,3µî´çÃ·±Ý¾×,4µî´çÃ·ÀÚ¼ö,4µî´çÃ·±Ý¾×,5µî´çÃ·ÀÚ¼ö,5µî´çÃ·±Ý¾×,´çÃ·¹øÈ£1,´çÃ·¹øÈ£2,´çÃ·¹øÈ£3,´çÃ·¹øÈ£4,´çÃ·¹øÈ£5,´çÃ·¹øÈ£6,´çÃ·¹øÈ£º¸³Ê½º
,521,2012.11.24,8,1693420922 ,53,42601785 ,"1,612",1400679 ,"75,589",50000 ,"1,250,016",5000 ,3,7,18,29,32,36,19
,520,2012.11.17,6,2167205438 ,37,58573120 ,"1,627",1332026 ,"77,196",50000 ,"1,260,891",5000 ,4,22,27,28,38,40,1
,519,2012.11.10,7,1950601393 ,32,71115676 ,"1,357",1677010 ,"71,405",50000 ,"1,206,248",5000 ,6,8,13,16,30,43,3
,518,2012.11.03,6,2263804125 ,34,66582475 ,"1,349",1678135 ,"71,110",50000 ,"1,198,970",5000 ,14,23,30,32,34,38,6
,517,2012.10.27,5,2659057725 ,40,55397036 ,"1,493",1484181 ,"70,854",50000 ,"1,192,872",5000 ,1,9,12,28,36,41,10
,516,2012.10.20,11,1294190182 ,32,74146313 ,"1,338",1773305 ,"67,233",50000 ,"1,169,955",5000 ,2,8,23,41,43,44,30
,515,2012.10.13,1,13200466875 ,35,62859367 ,"1,450",1517296 ,"74,773",50000 ,"1,258,039",5000 ,2,11,12,15,23,37,8
,514,2012.10.06,3,4451055500 ,36,61820216 ,"1,362",1634015 ,"70,323",50000 ,"1,181,166",5000 ,1,15,20,26,35,42,9
,513,2012.09.29,3,4589624750 ,54,42496526 ,"1,626",1411324 ,"82,270",50000 ,"1,337,355",5000 ,5,8,21,23,27,33,12
,512,2012.09.22,13,940094452 ,52,39170603 ,"1,682",1210982 ,"82,439",50000 ,"1,318,396",5000 ,4,5,9,13,26,27,1
,511,2012.09.15,6,2165579250 ,37,58529169 ,"1,524",1420984 ,"72,310",50000 ,"1,209,004",5000 ,3,7,14,23,26,42,24
,510,2012.09.08,5,2644158150 ,25,88138605 ,"1,319",1670558 ,"69,724",50000 ,"1,173,715",5000 ,12,29,32,33,39,40,42
,509,2012.09.01,5,2689076100 ,34,65908728 ,"1,228",1824835 ,"64,934",50000 ,"1,104,261",5000 ,12,25,29,35,42,43,24
,508,2012.08.25,8,1599557860 ,31,68798188 ,"1,596",1336306 ,"75,460",50000 ,"1,234,049",5000 ,5,27,31,34,35,43,37
,507,2012.08.18,9,1416438875 ,29,73264080 ,"1,473",1442403 ,"73,411",50000 ,"1,230,314",5000 ,12,13,32,33,40,41,4
,506,2012.08.11,3,4073333875 ,33,61717180 ,"1,588",1282536 ,"75,289",50000 ,"1,224,774",5000 ,6,9,11,22,24,30,31
,505,2012.08.04,6,1917955188 ,38,50472505 ,"1,440",1331914 ,"69,758",50000 ,"1,144,014",5000 ,7,20,22,25,38,40,44
,504,2012.07.28,9,1443236959 ,29,74650188 ,"1,294",1672995 ,"63,257",50000 ,"1,082,365",5000 ,6,14,22,26,43,44,31
,503,2012.07.21,7,1853634911 ,42,51489859 ,"1,292",1673819 ,"69,822",50000 ,"1,198,882",5000 ,1,5,27,30,34,36,40
,502,2012.07.14,6,2201458125 ,31,71014779 ,"1,482",1485465 ,"70,160",50000 ,"1,176,131",5000 ,6,22,28,32,34,40,26
,501,2012.07.07,4,3025200094 ,61,33062297 ,"1,639",1230507 ,"77,235",50000 ,"1,272,541",5000 ,1,4,10,17,31,42,2
,500,2012.06.30,9,1351072375 ,68,29803068 ,"1,831",1106832 ,"84,979",50000 ,"1,308,863",5000 ,3,4,12,20,24,34,41
,499,2012.06.23,3,4070480250 ,46,44244351 ,"1,514",1344281 ,"76,797",50000 ,"1,252,409",5000 ,5,20,23,27,35,40,43
,498,2012.06.16,4,3244503094 ,35,61800059 ,"1,334",1621441 ,"68,471",50000 ,"1,139,612",5000 ,13,14,24,32,39,41,3
,497,2012.06.09,6,2222817813 ,30,74093928 ,"1,148",1936253 ,"61,101",50000 ,"1,073,640",5000 ,19,20,23,24,43,44,13
,496,2012.06.02,4,3285932250 ,46,47622207 ,"1,389",1577122 ,"66,873",50000 ,"1,117,856",5000 ,4,13,20,29,36,41,39
,495,2012.05.26,6,2111645000 ,44,47991932 ,"1,568",1346713 ,"75,762",50000 ,"1,228,344",5000 ,4,13,22,27,34,44,6
,494,2012.05.19,12,1054588407 ,40,52729421 ,"1,539",1370486 ,"74,174",50000 ,"1,215,736",5000 ,5,7,8,15,30,43,22
,493,2012.05.12,9,1451120334 ,27,80617797 ,"1,342",1621968 ,"68,608",50000 ,"1,154,415",5000 ,20,22,26,33,36,37,25
,492,2012.05.05,5,2493013800 ,40,51937788 ,"1,434",1448753 ,"69,327",50000 ,"1,152,057",5000 ,22,27,31,35,37,40,42
,491,2012.04.28,4,3304634438 ,31,71067408 ,"1,360",1619919 ,"68,290",50000 ,"1,133,544",5000 ,8,17,35,36,39,42,4
,490,2012.04.21,7,1860234161 ,29,74837007 ,"1,357",1599318 ,"65,961",50000 ,"1,126,965",5000 ,2,7,26,29,40,43,42
,489,2012.04.14,6,2106360625 ,52,40506936 ,"1,538",1369546 ,"75,822",50000 ,"1,227,452",5000 ,2,4,8,15,20,27,11
,488,2012.04.07,10,1330393575 ,33,67191595 ,"1,345",1648567 ,"69,224",50000 ,"1,181,353",5000 ,2,8,17,30,31,38,25
,487,2012.03.31,8,1638830766 ,46,47502342 ,"1,587",1376880 ,"76,639",50000 ,"1,265,088",5000 ,4,8,25,27,37,41,21
,486,2012.03.24,13,1008634125 ,29,75357722 ,"1,501",1455946 ,"72,658",50000 ,"1,230,904",5000 ,1,2,23,25,38,40,43
,485,2012.03.17,9,1501474917 ,33,68248860 ,"1,406",1601859 ,"72,785",50000 ,"1,237,898",5000 ,17,22,26,27,36,39,20
,484,2012.03.10,6,2305303063 ,32,72040721 ,"1,343",1716533 ,"70,285",50000 ,"1,197,263",5000 ,1,3,27,28,32,45,11
,483,2012.03.03,5,2567196675 ,53,40364728 ,"1,886",1134322 ,"83,480",50000 ,"1,300,537",5000 ,12,15,19,22,28,34,5
,482,2012.02.25,7,1897921179 ,30,73808046 ,"1,639",1350971 ,"78,522",50000 ,"1,292,139",5000 ,1,10,16,24,25,35,43
,481,2012.02.18,3,4639355750 ,34,68225820 ,"1,294",1792642 ,"66,695",50000 ,"1,185,827",5000 ,3,4,23,29,40,41,20
,480,2012.02.11,4,2996742282 ,50,39956564 ,"1,983",1007478 ,"96,288",50000 ,"1,382,163",5000 ,3,5,10,17,30,31,16
,479,2012.02.04,6,2233046500 ,34,65677839 ,"1,389",1607665 ,"71,489",50000 ,"1,197,119",5000 ,8,23,25,27,35,44,24
,478,2012.01.28,14,987224759 ,35,65814984 ,"1,285",1792627 ,"67,069",50000 ,"1,141,261",5000 ,18,29,30,37,39,43,8
,477,2012.01.21,8,1919011829 ,33,77535832 ,"1,474",1735877 ,"73,001",50000 ,"1,256,239",5000 ,14,25,29,32,33,45,37
,476,2012.01.14,4,3439851469 ,34,67448069 ,"1,294",1772206 ,"68,643",50000 ,"1,203,577",5000 ,9,12,13,15,37,38,27
,475,2012.01.07,8,1693923047 ,33,68441336 ,"1,486",1519896 ,"75,257",50000 ,"1,238,055",5000 ,1,9,14,16,21,29,3
2011,474,2011.12.31,15,936690800 ,48,48785980 ,"1,738",1347369 ,"81,500",50000 ,"1,336,085",5000 ,4,13,18,31,33,45,43
,473,2011.12.24,4,3250418063 ,36,60192928 ,"1,313",1650378 ,"67,064",50000 ,"1,148,971",5000 ,8,13,20,22,23,36,34
,472,2011.12.17,7,1809656090 ,23,91794150 ,"1,352",1561587 ,"68,212",50000 ,"1,132,776",5000 ,16,25,26,31,36,43,44
,471,2011.12.10,7,1939332858 ,30,75418500 ,"1,219",1856075 ,"63,297",50000 ,"1,096,176",5000 ,6,13,29,37,39,41,43
,470,2011.12.03,3,4333330625 ,27,80246864 ,"1,390",1558753 ,"71,706",50000 ,"1,207,572",5000 ,10,16,20,39,41,42,27
,469,2011.11.26,4,3330131250 ,33,67275379 ,"1,277",1738519 ,"65,880",50000 ,"1,125,554",5000 ,4,21,22,34,37,38,33
,468,2011.11.19,9,1527197167 ,33,69418054 ,"1,457",1572269 ,"70,701",50000 ,"1,187,572",5000 ,8,13,15,28,37,43,17
,467,2011.11.12,9,1435441084 ,33,65247322 ,"1,811",1188936 ,"88,314",50000 ,"1,410,192",5000 ,2,12,14,17,24,40,39
,466,2011.11.05,9,1530313459 ,55,41735822 ,"1,746",1314703 ,"83,132",50000 ,"1,327,403",5000 ,4,10,13,23,32,44,20
,465,2011.10.29,7,1923662893 ,46,48788552 ,"1,733",1295023 ,"83,244",50000 ,"1,356,052",5000 ,1,8,11,13,22,38,31
,464,2011.10.22,13,3355721106 ,78,67273025 ,"3,145",1668457 ,"159,899",50000 ,"2,682,564",5000 ,6,12,15,34,42,44,4
,463,2011.10.15,0,0 ,37,54687384 ,"1,254",1613584 ,"62,251",50000 ,"1,060,512",5000 ,23,29,31,33,34,44,40
,462,2011.10.08,8,1483559297 ,39,50719976 ,"1,394",1418996 ,"67,106",50000 ,"1,096,569",5000 ,3,20,24,32,37,45,4
,461,2011.10.01,6,1948674875 ,32,60896090 ,"1,717",1134931 ,"75,605",50000 ,"1,188,529",5000 ,11,18,26,31,37,40,43
,460,2011.09.24,4,3180895782 ,30,70686573 ,"1,307",1622493 ,"66,799",50000 ,"1,130,818",5000 ,8,11,28,30,43,45,41
,459,2011.09.17,7,1655842233 ,46,41995999 ,"1,532",1260977 ,"73,084",50000 ,"1,167,264",5000 ,4,6,10,14,25,40,12
,458,2011.09.10,8,1608812625 ,52,41251606 ,"1,433",1496918 ,"72,902",50000 ,"1,216,672",5000 ,4,9,10,32,36,40,18
,457,2011.09.03,10,1159902825 ,47,41131306 ,"1,506",1283647 ,"72,524",50000 ,"1,149,591",5000 ,8,10,18,23,27,40,33
,456,2011.08.27,7,1598505054 ,39,47818528 ,"1,616",1154037 ,"75,858",50000 ,"1,199,612",5000 ,1,7,12,18,23,27,44
,455,2011.08.20,7,1635711483 ,32,59635315 ,"1,448",1317908 ,"69,056",50000 ,"1,133,097",5000 ,4,19,20,26,30,35,24
,454,2011.08.13,7,1609125590 ,43,43658447 ,"1,397",1343818 ,"74,480",50000 ,"1,090,420",5000 ,13,25,27,34,38,41,10
,453,2011.08.06,5,2262732375 ,36,52378065 ,"1,412",1335419 ,"69,250",50000 ,"1,096,036",5000 ,12,24,33,38,40,42,30
,452,2011.07.30,9,1276902000 ,48,39903188 ,"1,298",1475619 ,"66,864",50000 ,"1,112,471",5000 ,8,10,18,30,32,34,27
,451,2011.07.23,13,882138952 ,31,61654873 ,"1,612",1185671 ,"74,696",50000 ,"1,181,075",5000 ,12,15,20,24,30,38,29
,450,2011.07.16,6,1990391625 ,34,58540931 ,"1,349",1475458 ,"67,461",50000 ,"1,113,967",5000 ,6,14,19,21,23,31,13
,449,2011.07.09,3,4059715250 ,39,52047632 ,"1,295",1567458 ,"65,963",50000 ,"1,114,025",5000 ,3,10,20,26,35,43,36
,448,2011.07.02,3,4026212750 ,35,57517325 ,"1,422",1415687 ,"72,122",50000 ,"1,191,936",5000 ,3,7,13,27,40,41,36
,447,2011.06.25,4,2657941125 ,31,57160025 ,"1,721",1029612 ,"84,363",50000 ,"1,276,737",5000 ,2,7,8,9,17,33,34
,446,2011.06.18,3,4051247625 ,41,49405459 ,"1,375",1473181 ,"68,198",50000 ,"1,136,546",5000 ,1,11,12,14,26,35,6
,445,2011.06.11,7,1791683036 ,28,74653460 ,"1,183",1766946 ,"61,433",50000 ,"1,046,503",5000 ,13,20,21,30,39,45,32
,444,2011.06.04,3,4154188625 ,26,79888243 ,"1,270",1635508 ,"65,611",50000 ,"1,087,892",5000 ,11,13,23,35,43,45,17
,443,2011.05.28,9,1327597584 ,41,48570644 ,"1,668",1193883 ,"74,414",50000 ,"1,193,233",5000 ,4,6,10,19,20,44,14
,442,2011.05.21,9,1413413042 ,27,78522947 ,"1,271",1668073 ,"63,699",50000 ,"1,092,813",5000 ,25,27,29,36,38,40,41
,441,2011.05.14,4,3170417063 ,42,50324081 ,"1,127",1875432 ,"60,027",50000 ,"1,045,164",5000 ,1,23,28,30,34,35,9
,440,2011.05.07,6,1995873000 ,41,48679830 ,"1,495",1335033 ,"68,428",50000 ,"1,103,401",5000 ,10,22,28,34,36,44,2
,439,2011.04.30,6,1900077375 ,33,57578103 ,"1,437",1322253 ,"75,335",50000 ,"1,174,597",5000 ,17,20,30,31,37,40,25
,438,2011.04.23,9,1377142167 ,41,50383250 ,"1,303",1585352 ,"65,010",50000 ,"1,081,763",5000 ,6,12,20,26,29,38,45
,437,2011.04.16,6,2096245438 ,33,63522590 ,"1,286",1630051 ,"64,531",50000 ,"1,080,539",5000 ,11,16,29,38,41,44,21
,436,2011.04.09,8,1512266579 ,44,45826260 ,"1,425",1414987 ,"70,742",50000 ,"1,153,313",5000 ,9,14,20,22,33,34,28
,435,2011.04.02,10,1287550013 ,31,69223119 ,"1,426",1504851 ,"67,838",50000 ,"1,122,280",5000 ,8,16,26,30,38,45,42
,434,2011.03.26,8,1480060266 ,37,53335506 ,"1,867",1056998 ,"78,263",50000 ,"1,217,852",5000 ,3,13,20,24,33,37,35
,433,2011.03.19,11,1182294410 ,41,52866824 ,"1,278",1696041 ,"65,906",50000 ,"1,112,537",5000 ,19,23,29,33,35,43,27
,432,2011.03.12,5,2299427550 ,48,39920618 ,"1,747",1096846 ,"83,754",50000 ,"1,331,414",5000 ,2,3,5,11,27,39,33
,431,2011.03.05,10,1268434013 ,43,49164110 ,"1,337",1581195 ,"66,865",50000 ,"1,115,054",5000 ,18,22,25,31,38,45,6
,430,2011.02.26,8,1611763219 ,45,47755948 ,"1,449",1483104 ,"70,039",50000 ,"1,180,669",5000 ,1,3,16,18,30,34,44
,429,2011.02.19,9,1485904709 ,37,60239381 ,"1,389",1604649 ,"68,256",50000 ,"1,150,652",5000 ,3,23,28,34,39,42,16
,428,2011.02.12,9,1437683209 ,30,71884161 ,"1,568",1375335 ,"76,003",50000 ,"1,258,031",5000 ,12,16,19,22,37,40,8
,427,2011.02.05,1,12571445625 ,33,63492150 ,"1,415",1480736 ,"71,400",50000 ,"1,184,720",5000 ,6,7,15,24,28,30,21
,426,2011.01.29,4,3057233625 ,63,32351679 ,"1,463",1393135 ,"71,102",50000 ,"1,174,590",5000 ,4,17,18,27,39,43,19
,425,2011.01.22,8,1534833000 ,41,49913269 ,"1,297",1577829 ,"66,071",50000 ,"1,110,949",5000 ,8,10,14,27,33,38,3
,424,2011.01.15,10,1109480813 ,51,36257543 ,"1,686",1096759 ,"75,456",50000 ,"1,159,669",5000 ,10,11,26,31,34,44,30
,423,2011.01.08,3,3896153875 ,47,41448446 ,"1,432",1360389 ,"69,948",50000 ,"1,150,428",5000 ,1,17,27,28,29,40,5
,422,2011.01.01,6,2205251375 ,21,105011971 ,"1,293",1705531 ,"64,044",50000 ,"1,104,218",5000 ,8,15,19,21,34,44,12
2010,421,2010.12.25,5,2321144325 ,36,53730193 ,"1,203",1607887 ,"62,947",50000 ,"1,050,873",5000 ,6,11,26,27,28,44,30
,420,2010.12.18,8,1424856375 ,35,54280243 ,"1,187",1600513 ,"62,929",50000 ,"1,065,564",5000 ,4,9,10,29,31,34,27
,419,2010.12.11,3,3796490750 ,33,57522588 ,"1,194",1589821 ,"60,100",50000 ,"1,012,637",5000 ,2,11,13,14,28,30,7
,418,2010.12.04,8,1435649766 ,46,41613037 ,"1,316",1454560 ,"61,748",50000 ,"1,025,606",5000 ,11,13,15,26,28,34,31
,417,2010.11.27,4,2818329938 ,34,55261372 ,"1,181",1590929 ,"58,879",50000 ,"1,001,817",5000 ,4,5,14,20,22,43,44
,416,2010.11.20,10,1072037100 ,32,55835266 ,"1,501",1190359 ,"70,470",50000 ,"1,122,015",5000 ,5,6,8,11,22,26,44
,415,2010.11.13,8,1334182407 ,35,50825997 ,"1,587",1120927 ,"71,409",50000 ,"1,114,259",5000 ,7,17,20,26,30,40,24
,414,2010.11.06,1,11703832500 ,35,55732536 ,"1,220",1598885 ,"58,726",50000 ,"982,817",5000 ,2,14,15,22,23,44,43
,413,2010.10.30,4,2814673500 ,36,52123584 ,"1,256",1493989 ,"62,797",50000 ,"1,062,284",5000 ,2,9,15,23,34,40,3
,412,2010.10.23,7,1656199822 ,34,56830387 ,"1,223",1579913 ,"59,882",50000 ,"1,016,225",5000 ,4,7,39,41,42,45,40
,411,2010.10.16,12,953227563 ,36,52957087 ,"1,318",1446476 ,"63,403",50000 ,"1,041,554",5000 ,11,14,22,35,37,39,5
,410,2010.10.09,9,1249335709 ,37,50648745 ,"1,303",1438223 ,"65,942",50000 ,"1,088,956",5000 ,1,3,18,32,40,41,16
,409,2010.10.02,4,2896989750 ,36,53647959 ,"1,320",1463127 ,"64,123",50000 ,"1,061,106",5000 ,6,9,21,31,32,40,38
,408,2010.09.25,5,2235375825 ,33,56448885 ,"1,244",1497439 ,"62,101",50000 ,"1,039,160",5000 ,9,20,21,22,30,37,16
,407,2010.09.18,7,1649707286 ,27,71283649 ,"1,268",1517870 ,"65,481",50000 ,"1,108,695",5000 ,6,7,13,16,24,25,1
,406,2010.09.11,5,2156142450 ,33,54448042 ,"1,442",1246038 ,"66,604",50000 ,"1,065,324",5000 ,7,12,21,24,27,36,45
,405,2010.09.04,3,3543878000 ,35,50626829 ,"1,283",1381091 ,"63,080",50000 ,"1,056,188",5000 ,1,2,10,25,26,44,4
,404,2010.08.28,3,3566659375 ,26,68589604 ,"1,273",1400888 ,"63,559",50000 ,"1,050,065",5000 ,5,20,21,24,33,40,36
,403,2010.08.21,5,2122396875 ,43,41131723 ,"1,321",1338883 ,"63,122",50000 ,"1,030,051",5000 ,10,14,22,24,28,37,26
,402,2010.08.14,4,2662206188 ,41,43287906 ,"1,271",1396385 ,"62,656",50000 ,"1,034,048",5000 ,5,9,15,19,22,36,32
,401,2010.08.07,9,1168214792 ,29,60424904 ,"1,355",1293227 ,"59,599",50000 ,"949,491",5000 ,6,12,18,31,38,43,9
,400,2010.07.31,4,2669834325 ,30,59329652 ,"1,254",1419370 ,"59,141",60192 ,"978,194",5000 ,9,21,27,34,41,43,2
,399,2010.07.24,8,1276854975 ,40,42561833 ,"1,462",1164483 ,"76,998",44222 ,"1,150,232",5000 ,1,2,9,17,19,42,20
,398,2010.07.17,4,2680625550 ,31,57647862 ,"1,112",1607090 ,"57,405",62263 ,"968,563",5000 ,10,15,20,23,42,44,7
,397,2010.07.10,3,3499519700 ,31,56443867 ,"1,366",1280937 ,"66,958",52265 ,"1,089,481",5000 ,12,13,17,22,25,33,8
,396,2010.07.03,2,5296622400 ,34,51927671 ,"1,202",1468836 ,"61,586",57336 ,"1,015,292",5000 ,18,20,31,34,40,45,30
,395,2010.06.26,7,1534635000 ,42,42628750 ,"1,420",1260851 ,"64,267",55718 ,"1,038,443",5000 ,11,15,20,26,31,35,7
,394,2010.06.19,1,10654349100 ,33,53809844 ,"1,204",1474855 ,"56,300",63081 ,"967,784",5000 ,1,13,20,22,25,28,15
,393,2010.06.12,8,1362003975 ,35,51885866 ,"1,072",1694035 ,"55,951",64915 ,"966,901",5000 ,9,16,28,40,41,43,21
,392,2010.06.05,6,1713528700 ,30,57117624 ,"1,504",1139315 ,"73,927",46358 ,"1,125,811",5000 ,1,3,7,8,24,42,43
,391,2010.05.29,1,10508749800 ,32,54733072 ,"1,337",1309992 ,"60,803",57611 ,"1,013,235",5000 ,10,11,18,22,28,39,30
,390,2010.05.22,1,10373997900 ,37,46729721 ,"1,087",1590617 ,"55,834",61934 ,"960,968",5000 ,16,17,28,37,39,40,15
,389,2010.05.15,5,2119027020 ,36,49051552 ,"1,253",1409303 ,"60,800",58088 ,"1,021,691",5000 ,7,16,18,20,23,26,3
,388,2010.05.08,4,2545543875 ,30,56567642 ,"1,269",1337297 ,"61,475",55211 ,"1,036,812",5000 ,1,8,9,17,29,32,45
,387,2010.05.01,4,2675533500 ,26,68603424 ,"1,177",1515454 ,"58,115",61385 ,"978,618",5000 ,1,26,31,34,40,43,20
,386,2010.04.24,10,1042953330 ,59,29461959 ,"1,683",1032832 ,"72,203",48150 ,"1,114,222",5000 ,4,7,10,19,31,40,26
,385,2010.04.17,7,1542032700 ,36,49973282 ,"1,235",1456712 ,"62,096",57944 ,"1,026,272",5000 ,7,12,19,21,29,32,9
,384,2010.04.10,3,3658734200 ,41,44618710 ,"1,215",1505652 ,"62,090",58927 ,"1,030,160",5000 ,11,22,24,32,36,38,7
,383,2010.04.03,3,3596522100 ,28,64223609 ,"1,251",1437459 ,"60,525",59423 ,"1,010,183",5000 ,4,15,28,33,37,40,25
,382,2010.03.27,6,1846674900 ,32,57708591 ,"1,212",1523660 ,"62,267",59315 ,"1,046,779",5000 ,10,15,22,24,27,42,19
,381,2010.03.20,19,565738895 ,62,28895267 ,"1,981",904345 ,"82,120",43632 ,"1,211,298",5000 ,1,5,10,12,16,20,11
,380,2010.03.13,4,2684274825 ,42,42607537 ,"1,464",1222348 ,"77,583",46132 ,"1,137,404",5000 ,1,2,8,17,26,37,27
,379,2010.03.06,7,1598999786 ,71,26274645 ,"1,342",1390090 ,"62,084",60096 ,"1,022,769",5000 ,6,10,22,31,35,40,19
,378,2010.02.27,5,2317698240 ,30,64380507 ,"1,124",1718341 ,"59,742",64659 ,"1,023,866",5000 ,5,22,29,31,34,39,43
,377,2010.02.20,3,3912085400 ,22,88911032 ,"1,198",1632757 ,"58,733",66608 ,"1,009,758",5000 ,6,22,29,37,43,45,23
,376,2010.02.13,6,1956915800 ,51,38370899 ,"1,411",1386900 ,"69,450",56355 ,"1,151,878",5000 ,1,11,13,24,28,40,7
,375,2010.02.06,7,1581284058 ,42,43924558 ,"1,279",1442402 ,"64,951",56807 ,"1,096,831",5000 ,4,8,19,25,27,45,7
,374,2010.01.30,2,5528717850 ,27,68255776 ,"1,398",1318245 ,"69,786",52816 ,"1,122,320",5000 ,11,13,15,17,25,34,26
,373,2010.01.23,4,2791801125 ,29,64179337 ,"1,117",1666250 ,"57,659",64559 ,"987,105",5000 ,15,26,37,42,43,45,9
,372,2010.01.16,9,1192593200 ,37,48348373 ,"1,368",1307668 ,"62,564",57186 ,"1,038,927",5000 ,8,11,14,16,18,21,13
,371,2010.01.09,7,1524130543 ,29,61315597 ,"1,201",1480560 ,"62,102",57266 ,"1,028,012",5000 ,7,9,15,26,27,42,18
,370,2010.01.02,7,1678941943 ,32,61211425 ,"1,168",1677026 ,"60,549",64701 ,"1,058,734",5000 ,16,18,24,42,44,45,17
2009,369,2009.12.26,6,1842177750 ,31,59425089 ,"1,157",1592203 ,"59,383",62044 ,"987,272",5000 ,17,20,35,36,41,43,21
,368,2009.12.19,7,1465825115 ,38,45003403 ,"1,195",1431071 ,"57,581",59400 ,"954,346",5000 ,11,21,24,30,39,45,26
,367,2009.12.12,7,1581736586 ,37,49874578 ,"1,049",1759161 ,"55,158",66912 ,"955,212",5000 ,3,22,25,29,32,44,19
,366,2009.12.05,2,5351553900 ,39,45739777 ,"1,617",1103186 ,"71,467",49921 ,"1,028,514",5000 ,5,12,19,26,27,44,38
,365,2009.11.28,1,10697716800 ,35,50941509 ,"1,181",1509698 ,"62,472",57081 ,"1,014,701",5000 ,5,15,21,25,26,30,31
,364,2009.11.21,4,2531914800 ,37,45620087 ,"1,259",1340702 ,"63,195",53421 ,"1,043,314",5000 ,2,5,7,14,16,40,4
,363,2009.11.14,4,2615910600 ,33,52846679 ,"1,216",1434162 ,"59,672",58451 ,"998,514",5000 ,11,12,14,21,32,38,6
,362,2009.11.07,6,1729424650 ,26,66516333 ,"1,173",1474361 ,"56,798",60898 ,"974,787",5000 ,2,3,22,27,30,40,29
,361,2009.10.31,7,1473115115 ,34,50548068 ,"1,463",1174733 ,"67,347",51039 ,"1,068,999",5000 ,5,10,16,24,27,35,33
,360,2009.10.24,3,3566716200 ,33,54041155 ,"1,208",1476290 ,"60,311",59139 ,"1,005,187",5000 ,4,16,23,25,35,40,27
,359,2009.10.17,8,1286712600 ,37,46368022 ,"1,656",1036001 ,"73,283",46822 ,"1,097,592",5000 ,1,10,19,20,24,40,23
,358,2009.10.10,3,3472654900 ,44,39461988 ,"1,382",1256388 ,"68,247",50884 ,"1,092,528",5000 ,1,9,10,12,21,40,37
,357,2009.10.03,2,5313394350 ,27,65597462 ,"1,116",1587036 ,"56,547",62643 ,"980,978",5000 ,10,14,18,21,36,37,5
,356,2009.09.26,9,1157185267 ,37,46912917 ,"1,263",1374330 ,"61,162",56761 ,"996,940",5000 ,2,8,14,25,29,45,24
,355,2009.09.19,5,2145424800 ,24,74493917 ,"1,094",1634236 ,"54,130",66058 ,"925,997",5000 ,5,8,29,30,35,44,38
,354,2009.09.12,5,2124464340 ,34,52070205 ,"1,014",1745944 ,"54,318",65187 ,"930,195",5000 ,14,19,36,43,44,45,1
,353,2009.09.05,2,5290838250 ,29,60814233 ,"1,042",1692527 ,"54,217",65058 ,"928,067",5000 ,11,16,19,22,29,36,26
,352,2009.08.29,6,1732858250 ,29,59753733 ,"1,166",1486157 ,"58,931",58810 ,"1,006,238",5000 ,5,16,17,20,26,41,24
,351,2009.08.22,4,2583357150 ,29,59387521 ,"1,137",1514722 ,"55,472",62094 ,"950,273",5000 ,5,25,27,29,34,36,33
